Customer Id,YearOfObservation,Insured_Period,Residential,Building_Painted,Building_Fenced,Garden,Settlement,Building Dimension,Building_Type,Date_of_Occupancy,NumberOfWindows,Geo_Code,Claim
H9130,2012,1,0,N,V,V,U,900,2,,   .,38138,
H9136,2014,1,0,V,V,V,U,1500,2,1988,   .,38138,
H8327,2012,1,1,V,V,V,U,2290,2,,   .,38169,
H8328,2012,1,1,V,V,V,U,2050,2,,   .,38169,
H12239,2013,1,0,N,V,V,U,450,2,1988,   .,38179,
H7925,2013,1,0,V,V,V,U,1700,2,1988,   .,38181,
H7926,2014,1,0,V,V,V,U,1700,2,1988,   .,38181,
H7927,2015,1,0,V,V,V,U,1700,2,1988,   .,38181,
H7928,2013,1,0,V,V,V,U,1590,2,1988,   .,38181,
H7929,2016,0.99726776,0,V,V,V,U,1590,2,1988,   .,38181,
H10634,2013,0.624657534,0,V,V,V,U,1600,2,1980,   .,38185,
H11064,2013,1,0,N,V,V,U,4334,3,1960,   .,38185,
H11217,2013,0.161643836,1,N,V,V,U,1800,3,1980,   .,38185,
H11364,2014,1,0,V,N,O,R,8306,2,1968,7,38185,
H11508,2012,1,1,N,V,V,U,685,3,1960,   .,38185,
H11622,2013,0.747945205,0,V,V,V,U,796,3,1960,   .,38185,
H11685,2012,1,1,V,N,O,R,1390,3,1940,5,38185,
H11686,2013,0.747945205,1,V,N,O,R,1390,3,1940,5,38185,
H11836,2015,1,1,N,V,V,U,1080,3,1980,   .,38185,
H11998,2012,1,0,V,V,V,U,3465,3,1980,   .,38185,
H12054,2012,1,0,N,V,V,U,2600,3,1980,   .,38185,
H12383,2012,1,1,N,V,V,U,615,3,1960,   .,38185,
H12414,2014,0.246575342,1,N,V,V,U,1500,3,1980,   .,38185,
H8150,2013,1,0,V,N,O,R,500,3,1903,3,38185,
H8154,2012,1,0,V,N,O,R,1180,2,1934,7,38185,
H8322,2012,0.163934426,1,N,V,V,U,3000,3,,   .,38185,
H8324,2012,0.163934426,1,N,V,V,U,4513,3,,   .,38185,
H8325,2012,0.163934426,1,N,V,V,U,661,3,,   .,38185,
H8326,2012,1,1,V,V,V,U,2760,3,,   .,38185,
H8329,2012,1,1,N,V,V,U,4387,2,,   .,38185,
H8331,2014,1,1,V,V,V,U,4800,3,,   .,38185,
H8334,2014,1,1,V,N,O,R,410,3,1930,4,38185,
H8715,2014,0.169863014,0,V,N,O,R,1440,3,1960,5,38185,
H9665,2013,1,0,V,V,V,U,3000,2,1960,   .,38185,
H11648,2012,0.759562842,0,V,N,O,R,783,2,1980,3,38205,
H11974,2012,1,0,N,V,V,U,1650,2,,   .,38205,
H12036,2014,1,0,N,V,V,U,1350,2,1980,   .,38229,
H12037,2015,1,0,N,V,V,U,1350,2,1980,   .,38229,
H12039,2013,1,0,N,V,V,U,950,2,,   .,38229,
H8323,2013,1,1,N,V,V,U,3850,2,1980,   .,38229,
H12213,2015,1,0,N,V,V,U,2120,2,1980,   .,38269,
H11201,2013,1,0,N,V,V,U,3502,2,1988,   .,38314,
H7658,2016,1,0,V,N,O,R,250,2,1920,1,38316,
H12142,2012,1,0,V,N,O,R,2500,2,2005,4,38337,
H8716,2013,0.745205479,0,N,V,V,U,292,2,,   .,38382,
H8952,2012,1,0,V,N,O,R,2752,2,1983,5,38412,
H7514,2013,1,0,N,V,V,U,180,2,1960,   .,38416,
H7515,2015,1,0,N,V,V,U,180,2,1960,   .,38416,
H7516,2016,1,0,N,V,V,U,180,2,1960,   .,38416,
H11035,2016,1,0,V,V,V,U,1081,2,1980,   .,38421,
H7517,2012,1,0,N,V,V,U,750,2,1980,   .,38421,
H7518,2016,0.99726776,0,N,V,V,U,750,2,1980,   .,38421,
H11050,2012,1,0,N,V,V,U,835,2,1988,   .,38431,
H11051,2013,0.320547945,0,N,V,V,U,835,2,1988,   .,38431,
H11513,2013,0.665753425,0,V,N,O,R,1798,2,1980,5,38433,
H11111,2015,1,0,N,V,V,U,1500,2,1988,   .,38451,
H12530,2014,1,0,N,V,V,U,1600,2,1960,   .,38484,
H8330,2014,1,1,N,V,V,U,3310,2,,   .,38485,
H10781,2012,1,0,N,V,V,U,385,2,1960,   .,38517,
H11490,2013,1,0,N,V,V,U,1672,2,1988,   .,38517,
H7535,2015,1,0,N,V,V,U,380,2,1980,   .,38517,
H8149,2013,1,0,V,N,O,R,650,2,1940,5,38547,
H11973,2013,0.150684932,0,N,V,V,U,3900,2,1960,   .,38548,
H7554,2012,1,0,N,V,V,U,877,2,1980,   .,38563,
H8,2012,0.994535519,0,V,V,V,U,2552,2,,   .,38563,
H12294,2016,1,1,N,V,V,U,3090,2,1988,   .,38565,
H7722,2016,0.99726776,0,V,N,O,R,1998,2,1991,5,38565,
H11612,2015,1,1,N,V,V,U,1344,2,1988,   .,38567,
H7591,2016,0.330601093,0,N,V,V,U,5937,2,1960,   .,38905,
H9417,2013,1,1,N,V,V,U,750,2,,   .,38928,
H93,2014,1,0,V,V,V,U,1700,2,1980,   .,38931,
H1078,2013,1,0,N,V,V,U,3876,2,1980,   .,39097,
H12012,2012,1,0,N,V,V,U,400,2,1960,   .,39097,
H1256,2012,1,1,V,V,V,U,933,2,1960,   .,39300,
H7631,2013,0.391780822,0,N,V,V,U,550,2,1960,   .,39406,
H7828,2013,1,0,V,N,O,R,570,2,1960,3,39487,
H7829,2014,1,0,V,N,O,R,570,2,1960,3,39487,
H7830,2015,0.98630137,0,V,N,O,R,570,2,1960,3,39487,
H10938,2015,1,0,V,V,V,U,888,2,1988,   .,40065,
H11391,2012,1,0,V,N,O,R,3451,2,2000,2,40065,
H7524,2012,1,0,V,N,O,R,1850,2,1996,4,40065,
H8687,2012,1,0,V,N,O,R,1851,2,2000,4,40065,
H11041,2012,1,0,N,V,V,U,2264,2,1988,   .,40088,
H12312,2014,1,0,V,N,O,R,4500,2,1960,5,40088,
H12313,2015,1,0,V,N,O,R,4500,2,1960,5,40088,
H11850,2013,1,0,N,V,V,U,508,2,,   .,40284,
H11650,2015,1,1,V,N,O,R,850,2,2006,3,40312,
H9197,2013,1,0,N,V,V,U,350,2,,   .,40901,
H12515,2012,1,1,N,V,V,U,1565,1,1980,   .,41269,
H7593,2015,1,0,N,V,V,U,910,1,1960,   .,42044,
H10838,2012,1,0,V,V,V,U,2020,1,1988,   .,42094,
H7976,2015,1,0,N,V,V,U,320,1,,   .,42094,
H9860,2014,1,0,V,V,V,U,3062,1,1980,   .,42094,
H9861,2015,1,0,V,V,V,U,3062,1,1980,   .,42094,
H10163,2013,1,0,V,V,V,U,2037,1,1980,   .,42147,
H10164,2016,1,0,V,V,V,U,2037,1,1980,   .,42147,
H9564,2012,1,0,V,V,V,U,2323,1,1980,   .,42147,
H9570,2012,1,0,V,N,O,R,4781,1,1975,6,42147,
H9571,2016,0.99726776,0,V,N,O,R,4781,1,1975,6,42147,
H10307,2014,1,0,V,V,V,U,2000,1,1988,   .,42183,
H7793,2012,1,1,N,V,V,U,1600,1,1980,   .,42183,
H7794,2013,1,1,N,V,V,U,1600,1,1980,   .,42183,
H7795,2015,0.41369863,1,N,V,V,U,1600,1,1980,   .,42183,
H11067,2012,1,0,N,V,V,U,570,1,1960,   .,42186,
H7861,2012,1,0,N,V,V,U,1560,1,1960,   .,42186,
H7863,2016,0.99726776,0,N,V,V,U,1560,1,1960,   .,42186,
H7943,2013,1,0,V,V,V,U,600,1,1960,   .,42186,
H7945,2016,0.99726776,0,V,V,V,U,650,1,1960,   .,42186,
H7968,2013,1,0,V,V,V,U,1050,1,1980,   .,42186,
H7969,2016,0.99726776,0,V,V,V,U,1050,1,1980,   .,42186,
H7970,2016,1,0,V,N,O,R,1700,1,1963,5,42186,
H10094,2015,1,0,V,V,V,U,900,1,1980,   .,42187,
H10311,2016,0.99726776,0,V,V,V,U,1500,1,1960,   .,42187,
H7910,2013,1,0,N,V,V,U,5120,1,1980,   .,42187,
H9527,2014,1,0,V,V,V,U,2650,1,1960,   .,42187,
H10685,2015,1,0,V,V,V,U,900,1,1960,   .,42207,
H10531,2014,0.997260274,0,V,N,O,R,2000,2,1940,5,42218,
H11216,2016,1,0,N,V,V,U,900,2,1960,   .,42218,
H11255,2016,0.745901639,1,V,V,V,U,1140,2,1980,   .,42218,
H11524,2014,0.794520548,1,N,V,V,U,7020,2,1988,   .,42218,
H12361,2014,1,0,N,V,V,U,1450,2,1960,   .,42218,
H7495,2012,1,1,V,N,O,R,383,2,1950,2,42218,
H7519,2012,1,0,V,V,V,U,350,2,1960,   .,42218,
H7774,2012,1,1,N,V,V,U,1812,2,1980,   .,42218,
H7778,2013,0.495890411,1,N,V,V,U,1170,2,1980,   .,42218,
H7807,2014,0.484931507,0,V,V,V,U,4320,2,1980,   .,42218,
H7891,2012,1,0,N,V,V,U,965,2,1960,   .,42218,
H7971,2014,1,0,N,V,V,U,1600,2,,   .,42218,
H7973,2015,1,0,V,V,V,U,2200,2,1988,   .,42218,
H7978,2013,1,0,N,V,V,U,1250,2,,   .,42218,
H9406,2012,1,1,N,V,V,U,864,2,,   .,42218,
H9407,2012,1,1,V,V,V,U,2500,2,1980,   .,42218,
H9502,2014,1,0,V,V,V,U,1400,2,1980,   .,42218,
H9505,2012,1,0,V,V,V,U,1800,2,1980,   .,42218,
H9506,2012,1,0,V,V,V,U,6000,2,1980,   .,42218,
H9510,2012,1,0,V,V,V,U,2300,2,1960,   .,42218,
H9511,2012,1,0,V,V,V,U,3400,2,1960,   .,42218,
H9512,2015,0.904109589,0,V,V,V,U,3400,2,1960,   .,42218,
H9522,2013,1,0,V,V,V,U,1900,2,1960,   .,42218,
H9531,2012,1,0,V,N,O,R,800,2,1950,4,42218,
H9532,2013,1,0,V,N,O,R,800,2,1950,4,42218,
H9569,2014,1,0,V,V,V,U,14850,2,1980,   .,42218,
H9613,2012,1,0,V,V,V,U,6640,2,1980,   .,42218,
H9615,2013,1,0,V,V,V,U,1600,2,1960,   .,42218,
H9621,2012,1,0,V,V,V,U,700,2,1980,   .,42218,
H9622,2013,1,0,V,V,V,U,700,2,1980,   .,42218,
H9700,2014,0.509589041,0,V,N,O,R,700,2,1920,4,42218,
H9844,2012,1,0,V,V,V,U,8200,2,1980,   .,42218,
H10585,2013,1,0,V,V,V,U,5428,1,1988,   .,42275,
H11184,2016,1,0,N,V,V,U,2000,1,1980,   .,42279,
H10857,2012,1,0,N,V,V,U,750,1,1960,   .,42287,
H7776,2013,1,1,N,V,V,U,1900,1,1980,   .,42305,
H1183,2015,1,0,V,V,V,U,381,1,1960,   .,42312,
H8604,2012,1,0,V,N,O,R,700,1,1930,5,43038,
H8605,2013,1,0,V,N,O,R,700,1,1930,5,43038,
H10740,2013,1,0,V,N,O,R,4000,1,1970,8,43041,
H11264,2013,1,0,N,V,V,U,3105,1,1980,   .,43041,
H11525,2013,1,0,N,V,V,U,1957,1,1980,   .,43157,
H11528,2016,0.99726776,0,N,V,V,U,1957,1,1980,   .,43157,
H11530,2014,1,0,N,V,V,U,978,1,1980,   .,43157,
H11531,2015,1,0,N,V,V,U,978,1,1980,   .,43157,
H11532,2014,1,0,N,V,V,U,1957,1,1980,   .,43157,
H11879,2012,1,0,N,V,V,U,2067,1,1980,   .,43157,
H11880,2013,1,0,N,V,V,U,1782,1,1980,   .,43157,
H11882,2016,0.99726776,0,N,V,V,U,2462,1,1980,   .,43157,
H11939,2012,1,0,N,V,V,U,1360,1,1960,   .,43157,
H12369,2015,1,0,N,V,V,U,3042,1,1980,   .,43157,
H12370,2012,1,0,N,V,V,U,1967,1,1980,   .,43157,
H12575,2013,1,0,N,V,V,U,914,1,1980,   .,43157,
H12576,2016,1,0,N,V,V,U,914,1,1980,   .,43157,
H12577,2012,1,0,N,V,V,U,914,1,1980,   .,43157,
H12578,2014,1,0,N,V,V,U,914,1,1980,   .,43157,
H12579,2013,1,0,N,V,V,U,914,1,1980,   .,43157,
H12580,2014,1,0,N,V,V,U,914,1,1980,   .,43157,
H11376,2012,1,0,V,N,O,R,1600,1,1965,4,43251,
H12268,2016,1,1,N,V,V,U,149,2,1960,   .,44109,
H12456,2012,1,0,N,V,V,U,510,2,1980,   .,44109,
H12457,2013,0.246575342,0,N,V,V,U,510,2,1980,   .,44109,
H8985,2014,1,0,V,V,V,U,80,2,1960,   .,44109,
H8984,2012,0,0,N,V,V,U,61,1,,   .,44190,
H11993,2015,0.997260274,0,N,V,V,U,1936,1,,   .,45155,
H11996,2013,1,0,N,V,V,U,1936,1,,   .,45155,
H11303,2013,0.328767123,0,N,V,V,U,400,1,1980,   .,45234,
H12367,2013,1,0,N,V,V,U,370,1,1960,   .,45234,
H7557,2016,1,0,V,V,V,U,240,1,1960,   .,46042,
H11860,2014,1,0,N,V,V,U,250,1,1960,   .,46102,
H11630,2014,1,0,V,N,O,R,1580,1,1977,6,48080,
H11631,2015,1,0,V,N,O,R,1580,1,1977,6,48080,
H7741,2012,1,0,V,N,O,R,430,1,1930,3,49007,
H7742,2014,1,0,V,N,O,R,430,1,1930,3,49007,
H8648,2012,1,0,N,V,V,U,310,1,,   .,49007,
H9918,2015,1,0,V,V,V,U,500,1,1980,   .,49007,
H1010,2012,1,0,N,V,V,U,1102,1,1960,   .,50147,
H11477,2012,1,0,N,V,V,U,600,1,1980,   .,50218,
H11963,2014,1,0,N,V,V,U,2906,1,1988,   .,50565,
H10345,2012,1,0,V,V,V,U,2000,2,,   .,51454,
H10346,2014,1,0,V,V,V,U,2000,2,,   .,51454,
H10394,2014,0.997260274,0,V,V,V,U,650,2,1960,   .,51454,
H10534,2012,1,0,V,N,O,R,190,2,1950,4,51454,
H10552,2012,1,0,V,V,V,U,700,2,,   .,51454,
H10588,2016,1,0,V,N,O,R,750,2,1954,4,51454,
H10610,2014,1,0,V,N,O,R,1300,2,1890,5,51454,
H1088,2014,1,0,V,V,V,U,400,2,,   .,51454,
H1102,2016,0.494535519,0,V,V,V,U,450,2,1960,   .,51454,
H11943,2013,1,1,N,V,V,U,650,2,1960,   .,51454,
H12071,2012,1,1,V,N,O,R,525,2,1935,5,51454,
H12518,2012,1,0,N,V,V,U,625,2,1960,   .,51454,
H12519,2013,1,0,N,V,V,U,625,2,1960,   .,51454,
H12558,2012,1,1,V,N,O,R,550,2,1975,3,51454,
H12559,2013,1,1,V,N,O,R,550,2,1975,3,51454,
H12560,2015,1,1,V,N,O,R,550,2,1975,3,51454,
H7762,2012,1,0,N,V,V,U,550,2,,   .,51454,
H7763,2013,1,0,N,V,V,U,550,2,,   .,51454,
H7852,2013,1,1,N,V,V,U,325,2,1960,   .,51454,
H7894,2013,1,0,N,V,V,U,1318,2,1980,   .,51454,
H7895,2014,1,0,N,V,V,U,1318,2,1980,   .,51454,
H9468,2015,1,0,V,N,O,R,360,2,1950,3,51454,
H9473,2012,1,0,V,V,V,U,850,2,1960,   .,51454,
H9780,2014,1,0,V,N,O,R,650,2,1980,4,51454,
H9781,2015,1,0,V,N,O,R,650,2,1980,4,51454,
H7857,2012,1,0,N,V,V,U,170,2,1960,   .,51506,
H10047,2013,0.939726027,0,V,V,V,U,1121,1,1960,   .,54263,
H8970,2013,1,0,N,V,V,U,2650,1,,   .,54280,
H8972,2012,1,0,N,V,V,U,2250,1,,   .,54280,
H8974,2012,1,0,V,V,V,U,7385,1,1960,   .,54280,
H11665,2014,0.747945205,0,N,V,V,U,1783,1,1960,   .,54318,
H1084,2012,1,0,V,N,O,R,250,3,1930,3,54395,
H10936,2013,1,0,V,V,V,U,1722,3,1960,   .,54395,
H10937,2015,1,0,V,V,V,U,1722,3,1960,   .,54395,
H11336,2012,1,1,N,V,V,U,1939,3,1980,   .,54395,
H11846,2012,1,0,N,V,V,U,615,3,1960,   .,54395,
H11847,2014,0.915068493,0,N,V,V,U,615,3,1960,   .,54395,
H756,2015,1,0,V,N,O,R,632,3,1800,2,54395,
H7859,2014,1,0,N,V,V,U,762,3,1960,   .,54395,
H7860,2012,1,0,N,V,V,U,1410,3,1960,   .,54395,
H9185,2012,1,0,N,V,V,U,300,3,,   .,54395,
H10910,2012,1,0,V,V,V,U,2300,1,1988,   .,54431,
H10911,2014,1,0,V,V,V,U,2300,1,1988,   .,54431,
H10174,2016,0.99726776,0,V,N,O,R,477,1,1960,5,54482,
H11140,2012,1,1,N,V,V,U,350,1,1980,   .,54482,
H11141,2013,0.315068493,1,V,V,V,U,350,1,1980,   .,54482,
H11213,2013,1,0,V,V,V,U,2280,1,1980,   .,54482,
H11214,2015,1,0,V,V,V,U,2280,1,1980,   .,54482,
H11372,2013,1,1,N,V,V,U,1030,1,1960,   .,54482,
H11925,2016,0.99726776,1,V,N,O,R,330,1,1884,1,54548,
H11935,2014,1,1,V,N,O,R,330,1,1884,1,54548,
H11936,2016,0.99726776,1,V,N,O,R,330,1,1884,1,54548,
H8969,2014,0.676712329,0,N,V,V,U,480,1,,   .,54549,
H1157,2013,1,0,V,V,V,U,1250,1,1960,   .,55545,
H7833,2012,1,0,N,V,V,U,800,2,1988,   .,56003,
H11794,2013,1,1,N,V,V,U,4169,2,1980,   .,56034,
H11795,2014,1,1,N,V,V,U,4169,2,1980,   .,56034,
H11796,2012,1,1,V,N,O,R,12131,2,1975,2,56034,
H11797,2014,1,1,V,N,O,R,12131,2,1975,2,56034,
H11423,2015,1,0,N,V,V,U,635,2,1980,   .,56121,
H9947,2013,0.832876712,0,V,V,V,U,270,2,1960,   .,56162,
H1146,2012,1,0,V,V,V,U,455,2,1980,   .,56258,
H1147,2014,1,0,V,V,V,U,455,2,1980,   .,56258,
H1148,2015,1,0,V,V,V,U,455,2,1980,   .,56258,
H1151,2012,1,0,V,V,V,U,629,2,1980,   .,56260,
H11615,2012,1,0,N,V,V,U,450,2,1960,   .,56260,
H11616,2013,1,0,N,V,V,U,450,2,1960,   .,56260,
H11940,2012,0.912568306,0,N,V,V,U,2390,2,1980,   .,56260,
H8975,2013,0.054794521,0,N,V,V,U,384,2,,   .,57021,
H8635,2012,0.920765027,0,N,V,V,U,165,2,,   .,57022,
H8636,2013,0.079452055,0,N,V,V,U,165,2,,   .,57022,
H10011,2014,0.495890411,0,V,V,V,U,1515,2,1980,   .,57038,
H1008,2013,1,0,V,V,V,U,882,2,1960,   .,57038,
H1009,2016,0.99726776,0,V,V,V,U,882,2,1960,   .,57038,
H9994,2013,1,1,V,N,O,R,797,2,1990,4,57209,
H11207,2015,1,1,V,N,O,R,3966,2,1975,5,57221,
H8721,2012,1,1,N,V,V,U,290,2,,   .,57227,
H8722,2015,1,1,N,V,V,U,290,2,,   .,57227,
H12586,2013,0.356164384,1,V,N,O,R,390,2,1980,2,57288,
H10930,2013,1,0,N,V,V,U,350,2,1960,   .,57306,
H10931,2014,1,0,N,V,V,U,350,2,1960,   .,57306,
H10932,2016,0.99726776,0,N,V,V,U,350,2,1960,   .,57306,
H12172,2013,1,0,N,V,V,U,495,2,1960,   .,57412,
H9949,2013,1,0,V,V,V,U,720,2,,   .,57433,
H10305,2012,1,0,V,N,O,R,8137,2,1960,9,57463,
H10306,2013,1,0,V,N,O,R,8137,2,1960,9,57463,
H11483,2013,0.690410959,0,N,V,V,U,1200,2,,   .,57463,
H12351,2012,1,0,V,N,O,R,3400,2,2003,4,57463,
H1255,2016,1,1,V,V,V,U,956,2,1980,   .,57463,
H9985,2012,1,0,V,V,V,U,770,2,,   .,57474,
H10951,2014,1,0,N,V,V,U,2810,2,,   .,57480,
H7842,2014,1,0,N,V,V,U,955,2,,   .,57508,
H10219,2012,0.281420765,0,V,V,V,U,475,2,1960,   .,57529,
H10299,2013,0.443835616,0,V,V,V,U,988,2,1980,   .,57529,
H10607,2012,1,0,V,N,O,R,667,2,1982,3,57672,
H9493,2012,1,0,V,V,V,U,462,2,,   .,57672,
H7821,2014,1,0,V,V,V,U,1300,1,1960,   .,58086,
H11406,2012,1,0,N,V,V,U,2700,1,1980,   .,58095,
H1043,2012,1,0,V,V,V,U,300,1,1960,   .,58117,
H11706,2014,1,0,V,N,O,R,550,1,1930,3,58145,
H1042,2013,1,0,V,V,V,U,660,1,1960,   .,58194,
H1045,2013,1,0,V,V,V,U,2300,1,1980,   .,58194,
H1046,2016,0.99726776,0,V,V,V,U,145,1,1980,   .,58194,
H11172,2012,1,0,N,V,V,U,920,1,1980,   .,58194,
H11173,2016,1,0,N,V,V,U,920,1,1980,   .,58194,
H11371,2013,1,0,N,V,V,U,1550,1,1980,   .,58194,
H11407,2015,1,0,N,V,V,U,1300,1,1980,   .,58194,
H11408,2016,0.99726776,0,N,V,V,U,1300,1,1980,   .,58194,
H811,2012,0.833333333,0,V,V,V,U,300,1,1960,   .,58194,
H10869,2013,1,0,V,N,O,R,380,1,1960,3,58295,
H7996,2013,1,0,N,V,V,U,1550,2,,   .,59009,
H10188,2013,1,0,V,N,O,R,5200,2,1970,6,59017,
H12217,2016,0.99726776,0,N,V,V,U,2001,2,1980,   .,59017,
H8049,2012,1,0,V,N,O,R,2800,2,1970,6,59017,
H9082,2012,1,1,N,V,V,U,450,2,,   .,59043,
H12431,2014,1,1,V,N,O,R,1358,2,2007,4,59122,
H9450,2012,0,1,N,V,V,U,150,2,,   .,59152,
H9451,2015,0,1,N,V,V,U,150,2,,   .,59152,
H7564,2013,0.326027397,1,N,V,V,U,1600,3,1960,   .,59163,
H8075,2013,1,0,N,V,V,U,800,2,,   .,59178,
H8076,2014,0.41369863,0,N,V,V,U,800,2,,   .,59178,
H10236,2012,1,0,V,N,O,R,1235,1,1950,4,59183,
H10237,2015,1,0,V,N,O,R,1235,1,1950,4,59183,
H11459,2012,0.494535519,0,N,V,V,U,445,1,1960,   .,59183,
H7824,2013,1,1,V,V,V,U,910,2,1988,   .,59295,
H9092,2013,0.326027397,1,N,V,V,U,750,2,,   .,59295,
H9243,2013,1,1,N,V,V,U,680,2,,   .,59295,
H9244,2013,1,1,N,V,V,U,1920,2,,   .,59295,
H9245,2013,1,1,N,V,V,U,3800,2,,   .,59295,
H9246,2013,1,1,N,V,V,U,804,2,,   .,59295,
H9247,2014,0.334246575,1,N,V,V,U,804,2,,   .,59295,
H9248,2012,1,1,N,V,V,U,870,2,,   .,59295,
H9249,2012,1,1,N,V,V,U,2160,2,,   .,59295,
H9251,2014,0.687671233,1,N,V,V,U,500,2,,   .,59295,
H9254,2012,0,1,N,V,V,U,1005,2,,   .,59295,
H9255,2014,0,1,N,V,V,U,1005,2,,   .,59295,
H9256,2013,0.421917808,1,N,V,V,U,770,2,,   .,59295,
H11017,2012,1,0,N,V,V,U,200,2,1960,   .,59328,
H11018,2013,1,0,N,V,V,U,200,2,1960,   .,59328,
H10733,2015,0.871232877,0,V,V,V,U,180,3,1960,   .,59350,
H10775,2013,0.876712329,0,N,V,V,U,335,3,1980,   .,59350,
H10828,2012,1,0,V,V,V,U,1300,3,,   .,59350,
H11420,2013,1,0,V,N,O,R,4969,3,1990,6,59350,
H11681,2014,0.997260274,1,V,N,O,R,820,3,1981,4,59350,
H11945,2014,0.997260274,1,N,V,V,U,300,3,1960,   .,59350,
H11946,2012,1,1,N,V,V,U,180,3,1960,   .,59350,
H11992,2012,1,0,N,V,V,U,280,3,1960,   .,59350,
H12240,2013,0.871232877,0,N,V,V,U,4909,3,1988,   .,59350,
H12243,2014,0.802739726,0,N,V,V,U,2900,3,1988,   .,59350,
H1245,2013,1,0,N,V,V,U,150,3,1960,   .,59350,
H7573,2013,1,0,V,N,O,R,400,2,1950,3,59350,
H7847,2013,1,0,N,V,V,U,280,3,,   .,59350,
H7882,2014,1,0,V,N,O,R,200,3,1970,4,59350,
H8039,2015,1,0,V,N,O,R,700,3,1950,4,59350,
H8040,2014,1,0,N,V,V,U,250,3,,   .,59350,
H8041,2015,1,0,N,V,V,U,250,3,,   .,59350,
H8042,2013,1,0,V,V,V,U,250,3,,   .,59350,
H8046,2016,0.99726776,0,N,V,V,U,350,3,,   .,59350,
H8069,2013,1,0,N,V,V,U,432,3,,   .,59350,
H8098,2014,1,0,N,V,V,U,610,3,,   .,59350,
H8099,2012,1,0,N,V,V,U,800,3,,   .,59350,
H8100,2012,1,0,N,V,V,U,400,3,,   .,59350,
H8102,2013,1,0,V,N,O,R,350,3,1960,4,59350,
H8103,2012,1,0,N,V,V,U,350,3,,   .,59350,
H8104,2016,0.994535519,0,N,V,V,U,610,3,,   .,59350,
H8350,2013,0.942465753,0,V,V,V,U,270,3,1980,   .,59350,
H8797,2013,1,0,N,V,V,U,700,3,,   .,59350,
H9069,2012,1,1,N,V,V,U,350,3,1980,   .,59350,
H9075,2012,1,1,N,V,V,U,250,3,,   .,59350,
H9076,2012,1,1,N,V,V,U,385,3,,   .,59350,
H9079,2013,0.591780822,1,N,V,V,U,405,3,,   .,59350,
H9083,2012,1,1,N,V,V,U,450,3,,   .,59350,
H9084,2013,0.832876712,1,N,V,V,U,350,3,,   .,59350,
H9085,2013,1,1,N,V,V,U,520,3,,   .,59350,
H9086,2012,1,1,N,V,V,U,500,3,,   .,59350,
H9089,2014,0.915068493,1,N,V,V,U,400,3,,   .,59350,
H9093,2012,1,1,N,V,V,U,250,3,,   .,59350,
H9094,2012,1,1,N,V,V,U,700,3,,   .,59350,
H9096,2012,1,1,N,V,V,U,350,3,,   .,59350,
H9098,2013,0.326027397,1,N,V,V,U,400,3,,   .,59350,
H9099,2012,1,1,N,V,V,U,450,3,,   .,59350,
H9100,2012,1,1,N,V,V,U,250,3,,   .,59350,
H9101,2013,1,1,N,V,V,U,570,3,,   .,59350,
H9102,2016,0.99726776,1,N,V,V,U,570,3,,   .,59350,
H9103,2012,1,1,N,V,V,U,4500,3,,   .,59350,
H9105,2012,1,1,N,V,V,U,450,3,,   .,59350,
H9106,2013,0.326027397,1,N,V,V,U,200,3,,   .,59350,
H9108,2012,1,1,N,V,V,U,350,3,,   .,59350,
H9109,2013,0.246575342,1,N,V,V,U,395,3,,   .,59350,
H9110,2012,1,1,N,V,V,U,700,3,,   .,59350,
H9111,2013,0.41369863,1,N,V,V,U,300,3,,   .,59350,
H9114,2012,1,1,N,V,V,U,400,3,,   .,59350,
H11494,2013,0.375342466,0,N,V,V,U,3848,3,1980,   .,59360,
H12252,2012,1,0,N,V,V,U,2080,3,1960,   .,59360,
H11058,2012,1,0,N,V,V,U,2660,3,1980,   .,59368,
H11743,2014,1,1,N,V,V,U,9709,3,1960,   .,59368,
H8101,2014,1,0,N,V,V,U,300,3,,   .,59368,
H9087,2014,0.915068493,1,N,V,V,U,1500,3,,   .,59368,
H9090,2014,0.915068493,1,N,V,V,U,800,3,,   .,59368,
H9119,2013,1,0,V,N,O,R,602,3,1960,4,59368,
H9120,2016,1,0,V,N,O,R,602,3,1960,4,59368,
H11509,2012,1,0,V,N,O,R,2550,2,1977,4,59378,
H11837,2012,0.983606557,0,N,V,V,U,1100,2,1960,   .,59378,
H8105,2015,1,0,N,V,V,U,1000,2,,   .,59378,
H8793,2014,1,0,V,N,O,R,800,2,1950,3,59389,
H12507,2014,1,0,V,N,O,R,913,2,1950,5,59392,
H10626,2012,0.50273224,0,V,V,V,U,6509,2,1980,   .,59457,
H11628,2013,0.843835616,0,N,V,V,U,1022,3,1960,   .,59507,
H12396,2012,1,1,V,N,O,R,3882,3,2007,4,59512,
H12397,2013,1,1,V,N,O,R,3882,3,2007,4,59512,
H12506,2012,1,0,N,V,V,U,2750,3,1980,   .,59512,
H8057,2012,1,0,N,V,V,U,5920,2,,   .,59560,
H11031,2014,1,1,V,V,V,U,660,3,1988,   .,59599,
H11055,2013,1,0,V,V,V,U,3602,3,1960,   .,59599,
H12178,2012,1,0,N,V,V,U,1723,3,1988,   .,59599,
H12496,2014,1,0,N,V,V,U,500,3,1960,   .,59599,
H8043,2012,0.081967213,0,N,V,V,U,752,3,,   .,59599,
H9104,2012,1,1,N,V,V,U,1200,3,,   .,59599,
