,Customer Id,YearOfObservation,Insured_Period,Residential,Building_Painted,Building_Fenced,Garden,Settlement,Building Dimension,Building_Type,Date_of_Occupancy,NumberOfWindows,Geo_Code,Claim
8430,H8430,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,310,1,0,   ,35238,0.0
8431,H8431,2013,0.271232877,0,Not Painted,Not Fenced,Has garden,urban area,310,1,0,   ,35238,0.0
9044,H8432,2013,1.0,0,Painted,Not Fenced,Has garden,urban area,375,2,0,   ,64024,0.0
9045,H8434,2016,1.0,0,Not Painted,Fenced,no garden,rural area,3335,2,2002,5,64024,0.0
9064,H8436,2013,1.0,0,Painted,Not Fenced,Has garden,urban area,520,2,0,   ,64122,0.0
9053,H8437,2012,1.0,0,Not Painted,Fenced,no garden,rural area,1400,2,1988,3,64102,0.0
9054,H8439,2016,0.99726776,0,Not Painted,Fenced,no garden,rural area,1400,2,1988,3,64102,0.0
9075,H8440,2014,1.0,0,Not Painted,Fenced,no garden,rural area,706,3,1950,3,64189,0.0
9055,H8441,2014,1.0,0,Painted,Not Fenced,Has garden,urban area,558,2,0,   ,64102,0.0
9180,H8449,2014,1.0,0,Not Painted,Not Fenced,Has garden,urban area,565,2,1960,   ,69029,0.0
9273,H845,2015,1.0,0,Not Painted,Not Fenced,Has garden,urban area,900,1,1988,   ,74056,0.0
9195,H8452,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,700,2,1960,   ,69383,0.0
7560,H8455,2014,1.0,0,Painted,Not Fenced,Has garden,urban area,1800,4,0,   ,6121,0.0
7561,H8456,2016,0.99726776,0,Painted,Not Fenced,Has garden,urban area,1800,4,0,   ,6121,0.0
7562,H8457,2012,0.472677596,0,Painted,Not Fenced,Has garden,urban area,360,4,0,   ,6121,0.0
7563,H8458,2012,1.0,0,Not Painted,Fenced,no garden,rural area,2000,4,1954,4,6121,0.0
7605,H8460,2013,1.0,0,Not Painted,Not Fenced,Has garden,urban area,270,4,1960,   ,6159,0.0
7606,H8461,2015,1.0,0,Not Painted,Not Fenced,Has garden,urban area,270,4,1960,   ,6159,0.0
7474,H8462,2014,1.0,0,Painted,Not Fenced,Has garden,urban area,320,4,0,   ,6088,0.0
7607,H8463,2013,1.0,0,Painted,Not Fenced,Has garden,urban area,250,4,0,   ,6159,0.0
7608,H8464,2014,1.0,0,Painted,Not Fenced,Has garden,urban area,250,4,0,   ,6159,0.0
7475,H8465,2014,1.0,0,Painted,Not Fenced,Has garden,urban area,3200,4,0,   ,6088,0.0
7609,H8466,2016,0.99726776,0,Not Painted,Fenced,no garden,rural area,1350,4,1993,1,6159,0.0
7610,H8468,2015,1.0,0,Not Painted,Fenced,no garden,rural area,480,4,1940,3,6159,0.0
7611,H8471,2013,1.0,0,Painted,Not Fenced,Has garden,urban area,783,4,0,   ,6159,0.0
7612,H8472,2014,1.0,0,Painted,Not Fenced,Has garden,urban area,783,4,0,   ,6159,0.0
7241,H8474,2014,1.0,0,Not Painted,Not Fenced,Has garden,urban area,1100,4,0,   ,6012,0.0
7242,H8475,2016,0.99726776,0,Not Painted,Not Fenced,Has garden,urban area,1100,4,0,   ,6012,0.0
7613,H8476,2013,1.0,0,Painted,Not Fenced,Has garden,urban area,390,4,1960,   ,6159,0.0
7232,H8477,2016,0.99726776,0,Painted,Not Fenced,Has garden,urban area,3080,4,1980,   ,6011,0.0
7614,H8478,2012,1.0,0,Not Painted,Fenced,no garden,rural area,180,4,1900,3,6159,0.0
7615,H8480,2016,1.0,0,Not Painted,Fenced,no garden,rural area,180,4,1900,3,6159,0.0
7616,H8482,2013,1.0,0,Not Painted,Fenced,no garden,rural area,515,4,1920,3,6159,0.0
7617,H8483,2014,1.0,0,Not Painted,Fenced,no garden,rural area,515,4,1920,3,6159,0.0
7618,H8484,2016,0.99726776,0,Not Painted,Fenced,no garden,rural area,515,4,1920,3,6159,0.0
7619,H8485,2012,1.0,0,Not Painted,Fenced,no garden,rural area,365,4,1900,4,6159,0.0
7265,H8486,2014,1.0,0,Painted,Not Fenced,Has garden,urban area,1900,4,0,   ,6029,0.0
7266,H8487,2015,1.0,0,Painted,Not Fenced,Has garden,urban area,1900,4,0,   ,6029,0.0
7267,H8488,2016,1.0,0,Painted,Not Fenced,Has garden,urban area,1900,4,0,   ,6029,0.0
7598,H8489,2014,1.0,0,Not Painted,Fenced,no garden,rural area,2750,4,1980,2,6157,0.0
7307,H8491,2013,1.0,0,Painted,Not Fenced,Has garden,urban area,430,4,0,   ,6030,0.0
7268,H8492,2012,1.0,0,Not Painted,Fenced,no garden,rural area,340,4,1920,4,6029,0.0
7269,H8493,2016,1.0,0,Not Painted,Fenced,no garden,rural area,340,4,1920,4,6029,0.0
7196,H8494,2013,0.356164384,0,Painted,Not Fenced,Has garden,urban area,1500,4,0,   ,6004,0.0
7308,H8495,2013,1.0,0,Painted,Not Fenced,Has garden,urban area,1500,4,0,   ,6030,0.0
7270,H8496,2012,1.0,0,Painted,Not Fenced,Has garden,urban area,870,4,0,   ,6029,0.0
7271,H8497,2014,0.495890411,0,Painted,Not Fenced,Has garden,urban area,870,4,0,   ,6029,0.0
7272,H8499,2015,0.246575342,0,Not Painted,Not Fenced,Has garden,urban area,750,4,0,   ,6029,0.0
7273,H8501,2016,0.99726776,0,Painted,Not Fenced,Has garden,urban area,4393,4,0,   ,6029,0.0
7274,H8502,2013,1.0,0,Not Painted,Fenced,no garden,rural area,6070,4,1977,6,6029,0.0
7275,H8504,2016,0.330601093,0,Painted,Not Fenced,Has garden,urban area,2245,4,0,   ,6029,0.0
7276,H8505,2016,0.743169399,0,Painted,Not Fenced,Has garden,urban area,1825,4,0,   ,6029,0.0
7277,H8506,2013,1.0,0,Painted,Not Fenced,Has garden,urban area,3300,4,0,   ,6029,0.0
7278,H8507,2014,1.0,0,Painted,Not Fenced,Has garden,urban area,3300,4,0,   ,6029,0.0
7624,H8510,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,450,4,0,   ,6903,0.0
7279,H8511,2015,1.0,0,Not Painted,Fenced,no garden,rural area,3460,4,1971,4,6029,0.0
7280,H8513,2013,1.0,0,Painted,Not Fenced,Has garden,urban area,1000,4,0,   ,6029,0.0
7281,H8514,2013,1.0,0,Painted,Not Fenced,Has garden,urban area,1700,4,0,   ,6029,0.0
7309,H8515,2015,1.0,0,Painted,Not Fenced,Has garden,urban area,2874,4,0,   ,6030,0.0
7310,H8516,2016,1.0,0,Painted,Not Fenced,Has garden,urban area,2874,4,0,   ,6030,0.0
7282,H8517,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,1200,4,1960,   ,6029,0.0
7283,H8518,2014,1.0,0,Not Painted,Not Fenced,Has garden,urban area,1200,4,1960,   ,6029,0.0
7284,H8519,2016,0.99726776,0,Painted,Not Fenced,Has garden,urban area,1650,4,0,   ,6029,0.0
9524,H852,2012,1.0,0,Not Painted,Fenced,no garden,rural area,920,2,1996,6,76540,0.0
7579,H8521,2013,0.438356164,0,Not Painted,Fenced,no garden,rural area,4060,4,1981,2,6138,0.0
7285,H8522,2013,1.0,0,Painted,Not Fenced,Has garden,urban area,300,4,0,   ,6029,0.0
7286,H8523,2014,1.0,0,Painted,Not Fenced,Has garden,urban area,300,4,0,   ,6029,0.0
7197,H8526,2013,1.0,0,Painted,Not Fenced,Has garden,urban area,1530,4,0,   ,6004,0.0
7592,H8527,2013,1.0,0,Painted,Not Fenced,Has garden,urban area,1100,4,0,   ,6155,0.0
7593,H8528,2013,0.41369863,0,Not Painted,Not Fenced,Has garden,urban area,3300,4,0,   ,6155,0.0
7594,H8529,2012,1.0,0,Painted,Not Fenced,Has garden,urban area,3700,4,0,   ,6155,0.0
9525,H853,2014,1.0,0,Not Painted,Fenced,no garden,rural area,920,2,1996,6,76540,0.0
7311,H8531,2014,0.246575342,0,Painted,Not Fenced,Has garden,urban area,2000,4,0,   ,6030,0.0
7287,H8532,2012,1.0,0,Not Painted,Fenced,no garden,rural area,420,4,1890,5,6029,0.0
7198,H8534,2014,1.0,0,Painted,Not Fenced,Has garden,urban area,4634,4,0,   ,6004,0.0
7199,H8535,2015,0.58630137,0,Painted,Not Fenced,Has garden,urban area,4634,4,0,   ,6004,0.0
7200,H8536,2012,0.49726776,0,Painted,Not Fenced,Has garden,urban area,2550,4,0,   ,6004,0.0
7201,H8537,2014,1.0,0,Painted,Not Fenced,Has garden,urban area,3300,4,0,   ,6004,0.0
7202,H8538,2015,1.0,0,Not Painted,Fenced,no garden,rural area,5500,4,1973,4,6004,0.0
7203,H8539,2016,0.99726776,0,Not Painted,Fenced,no garden,rural area,5500,4,1973,4,6004,0.0
7204,H8540,2014,1.0,0,Painted,Not Fenced,Has garden,urban area,1670,4,0,   ,6004,0.0
7312,H8541,2012,1.0,0,Painted,Not Fenced,Has garden,urban area,740,4,0,   ,6030,0.0
7323,H8542,2016,1.0,0,Painted,Not Fenced,Has garden,urban area,800,4,0,   ,6069,0.0
7205,H8544,2013,1.0,0,Painted,Not Fenced,Has garden,urban area,1870,4,0,   ,6004,0.0
7206,H8545,2012,1.0,0,Painted,Not Fenced,Has garden,urban area,360,4,0,   ,6004,0.0
7207,H8546,2014,1.0,0,Painted,Not Fenced,Has garden,urban area,1625,4,0,   ,6004,0.0
7208,H8547,2013,1.0,0,Painted,Not Fenced,Has garden,urban area,1730,4,0,   ,6004,0.0
7209,H8548,2012,1.0,0,Painted,Not Fenced,Has garden,urban area,600,4,0,   ,6004,0.0
7210,H8550,2013,1.0,0,Not Painted,Not Fenced,Has garden,urban area,550,4,0,   ,6004,0.0
7211,H8551,2014,1.0,0,Painted,Not Fenced,Has garden,urban area,2325,4,0,   ,6004,0.0
7212,H8552,2014,0.991780822,0,Painted,Not Fenced,Has garden,urban area,3200,4,0,   ,6004,0.0
7213,H8553,2012,1.0,0,Painted,Not Fenced,Has garden,urban area,3900,4,0,   ,6004,0.0
7214,H8557,2015,1.0,0,Painted,Not Fenced,Has garden,urban area,2530,4,0,   ,6004,0.0
7288,H8559,2013,1.0,0,Painted,Not Fenced,Has garden,urban area,2394,4,0,   ,6029,0.0
7289,H8561,2016,0.99726776,0,Not Painted,Fenced,no garden,rural area,1340,4,1945,3,6029,0.0
7215,H8562,2013,0.594520548,0,Painted,Not Fenced,Has garden,urban area,7307,4,0,   ,6004,0.0
7216,H8564,2012,1.0,0,Painted,Not Fenced,Has garden,urban area,1166,4,0,   ,6004,0.0
7217,H8565,2013,1.0,0,Painted,Not Fenced,Has garden,urban area,500,4,0,   ,6004,0.0
7218,H8567,2012,1.0,0,Painted,Not Fenced,Has garden,urban area,1400,4,0,   ,6004,0.0
7219,H8569,2013,0.747945205,0,Painted,Not Fenced,Has garden,urban area,2430,4,0,   ,6004,0.0
7220,H8571,2012,1.0,0,Painted,Not Fenced,Has garden,urban area,3080,4,0,   ,6004,0.0
7221,H8572,2014,0.915068493,0,Painted,Not Fenced,Has garden,urban area,3080,4,0,   ,6004,0.0
7222,H8573,2014,1.0,0,Not Painted,Fenced,no garden,rural area,2200,4,1980,6,6004,0.0
7223,H8576,2015,1.0,0,Not Painted,Fenced,no garden,rural area,16520,4,1998,6,6004,0.0
7224,H8577,2016,0.99726776,0,Not Painted,Fenced,no garden,rural area,16520,4,1998,6,6004,0.0
7225,H8578,2013,0.334246575,0,Not Painted,Fenced,no garden,rural area,725,4,1973,4,6004,0.0
7564,H8579,2012,1.0,0,Painted,Not Fenced,Has garden,urban area,5250,4,0,   ,6123,0.0
7565,H8580,2013,1.0,1,Painted,Not Fenced,Has garden,urban area,2500,4,0,   ,6123,0.0
7566,H8581,2015,1.0,1,Painted,Not Fenced,Has garden,urban area,2500,4,0,   ,6123,0.0
7567,H8582,2016,1.0,1,Painted,Not Fenced,Has garden,urban area,2500,4,0,   ,6123,0.0
7568,H8586,2012,1.0,0,Painted,Not Fenced,Has garden,urban area,2450,4,0,   ,6123,0.0
7569,H8587,2013,1.0,0,Painted,Not Fenced,Has garden,urban area,2450,4,0,   ,6123,0.0
7226,H859,2015,1.0,0,Not Painted,Fenced,no garden,rural area,1400,4,1968,8,6004,0.0
7570,H8590,2013,0.789041096,0,Painted,Not Fenced,Has garden,urban area,1875,4,0,   ,6123,0.0
7571,H8592,2013,1.0,0,Painted,Not Fenced,Has garden,urban area,3342,4,0,   ,6123,0.0
7572,H8593,2015,0.495890411,0,Painted,Not Fenced,Has garden,urban area,3342,4,0,   ,6123,0.0
7476,H8594,2016,0.99726776,0,Painted,Not Fenced,Has garden,urban area,577,4,0,   ,6088,0.0
7573,H8595,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,6000,4,0,   ,6123,0.0
7477,H8596,2012,1.0,0,Painted,Not Fenced,Has garden,urban area,400,4,0,   ,6088,0.0
8153,H860,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,511,1,1988,   ,21005,0.0
7290,H8600,2012,1.0,0,Painted,Not Fenced,Has garden,urban area,245,4,0,   ,6029,0.0
7291,H8601,2014,1.0,0,Painted,Not Fenced,Has garden,urban area,245,4,0,   ,6029,0.0
7292,H8602,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,936,4,0,   ,6029,0.0
7227,H8603,2013,1.0,0,Painted,Not Fenced,Has garden,urban area,900,4,0,   ,6004,0.0
8632,H8604,2012,1.0,0,Not Painted,Fenced,no garden,rural area,700,1,1930,5,43038,0.0
8633,H8605,2013,1.0,0,Not Painted,Fenced,no garden,rural area,700,1,1930,5,43038,0.0
9142,H8609,2013,0.123287671,0,Painted,Not Fenced,Has garden,urban area,1850,2,0,   ,67268,0.0
9829,H861,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,269,1,1980,   ,86194,0.0
9132,H8611,2013,1.0,0,Not Painted,Fenced,no garden,rural area,1200,2,1998,5,67130,0.0
7628,H8618,2012,1.0,0,Not Painted,Fenced,no garden,rural area,1050,1,1989,3,7281,0.0
9786,H862,2016,0.99726776,0,Not Painted,Fenced,no garden,rural area,2613,1,1997,4,86041,0.0
8207,H8620,2013,0.120547945,0,Not Painted,Fenced,no garden,rural area,250,2,1996,1,26198,0.0
8225,H8621,2012,1.0,0,Not Painted,Fenced,no garden,rural area,501,2,1960,4,26362,0.0
8226,H8622,2016,1.0,0,Not Painted,Fenced,no garden,rural area,940,2,1990,4,26362,0.0
8227,H8624,2013,1.0,0,Not Painted,Fenced,no garden,rural area,1380,2,1971,5,26362,0.0
9226,H8626,2013,1.0,0,Not Painted,Fenced,no garden,rural area,300,1,1960,3,73051,0.0
8288,H8628,2016,1.0,0,Painted,Not Fenced,Has garden,urban area,250,2,0,   ,31079,0.0
8332,H8629,2012,1.0,0,Not Painted,Fenced,no garden,rural area,300,2,2000,1,31555,0.0
9518,H8632,2012,0.0,0,Painted,Not Fenced,Has garden,urban area,50,2,0,   ,76351,0.0
8390,H8633,2012,0.0,0,Painted,Not Fenced,Has garden,urban area,350,2,0,   ,34145,0.0
8391,H8634,2016,0.0,0,Painted,Not Fenced,Has garden,urban area,350,2,0,   ,34145,0.0
8743,H8635,2012,0.920765027,0,Painted,Not Fenced,Has garden,urban area,165,2,0,   ,57022,0.0
8744,H8636,2013,0.079452055,0,Painted,Not Fenced,Has garden,urban area,165,2,0,   ,57022,0.0
9443,H864,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,1200,4,0,   ,75115,0.0
7228,H8641,2012,1.0,0,Painted,Not Fenced,Has garden,urban area,3414,4,0,   ,6004,0.0
8052,H8643,2016,0.99726776,0,Painted,Not Fenced,Has garden,urban area,100,2,0,   ,13209,0.0
7181,H8645,2015,1.0,0,Painted,Not Fenced,Has garden,urban area,480,1,0,   ,5177,0.0
8669,H8648,2012,1.0,0,Painted,Not Fenced,Has garden,urban area,310,1,0,   ,49007,0.0
9346,H8649,2013,1.0,0,Painted,Not Fenced,Has garden,urban area,700,4,0,   ,75102,0.0
9444,H865,2014,1.0,0,Not Painted,Not Fenced,Has garden,urban area,1200,4,0,   ,75115,0.0
9347,H8650,2015,1.0,0,Painted,Not Fenced,Has garden,urban area,700,4,0,   ,75102,0.0
9929,H8651,2013,1.0,0,Not Painted,Not Fenced,Has garden,urban area,135,3,0,   ,92025,0.0
10075,H8652,2012,1.0,0,Not Painted,Fenced,no garden,rural area,400,2,1900,2,95563,0.0
8900,H8654,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,660,2,1988,   ,60139,0.0
9178,H8656,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,275,2,1960,   ,68338,0.0
9161,H8657,2013,1.0,0,Not Painted,Not Fenced,Has garden,urban area,750,2,1960,   ,68097,0.0
9162,H8658,2016,0.99726776,0,Not Painted,Not Fenced,Has garden,urban area,750,2,1960,   ,68097,0.0
9274,H866,2013,1.0,0,Not Painted,Not Fenced,Has garden,urban area,620,1,1988,   ,74056,0.0
9179,H8660,2012,1.0,0,Painted,Not Fenced,Has garden,urban area,2100,2,0,   ,68338,0.0
9170,H8661,2013,0.356164384,0,Not Painted,Not Fenced,Has garden,urban area,350,2,0,   ,68226,0.0
9171,H8663,2015,1.0,0,Not Painted,Fenced,no garden,rural area,500,2,1985,4,68249,0.0
9578,H8665,2016,0.99726776,0,Painted,Not Fenced,Has garden,urban area,200,2,0,   ,78646,0.0
10010,H8666,2013,1.0,0,Painted,Not Fenced,Has garden,urban area,696,3,0,   ,93071,0.0
9549,H8667,2014,0.0,0,Painted,Not Fenced,Has garden,urban area,450,2,0,   ,78143,0.0
9548,H8670,2014,1.0,0,Painted,Not Fenced,Has garden,urban area,200,2,0,   ,78128,0.0
9427,H8671,2014,1.0,0,Not Painted,Not Fenced,Has garden,urban area,3567,4,1960,   ,75114,0.0
9903,H8673,2015,1.0,0,Painted,Not Fenced,Has garden,urban area,382,1,0,   ,91223,0.0
9904,H8674,2016,0.99726776,0,Painted,Not Fenced,Has garden,urban area,382,1,0,   ,91223,0.0
8909,H8675,2012,1.0,0,Not Painted,Fenced,no garden,rural area,320,2,1803,3,60176,0.0
9547,H8677,2016,0.994535519,0,Not Painted,Fenced,no garden,rural area,220,2,1950,2,78124,0.0
9550,H8678,2014,1.0,0,Painted,Not Fenced,Has garden,urban area,425,2,0,   ,78146,0.0
9159,H868,2012,0.163934426,0,Not Painted,Not Fenced,Has garden,urban area,468,2,1960,   ,68066,0.0
9562,H8680,2014,1.0,0,Painted,Not Fenced,Has garden,urban area,350,2,1980,   ,78418,0.0
9563,H8681,2015,1.0,0,Painted,Not Fenced,Has garden,urban area,350,2,1980,   ,78418,0.0
9564,H8682,2016,0.505464481,0,Painted,Not Fenced,Has garden,urban area,350,2,1980,   ,78418,0.0
9483,H8683,2012,1.0,0,Painted,Not Fenced,Has garden,urban area,1000,4,0,   ,75119,0.0
9484,H8684,2013,1.0,0,Not Painted,Not Fenced,Has garden,urban area,1000,4,0,   ,75119,0.0
8560,H8687,2012,1.0,0,Not Painted,Fenced,no garden,rural area,1851,2,2000,4,40065,0.0
9230,H869,2014,1.0,0,Not Painted,Not Fenced,Has garden,urban area,812,1,1980,   ,73067,0.0
7313,H8691,2013,0.084931507,0,Not Painted,Fenced,no garden,rural area,260,4,1950,2,6030,0.0
7293,H8692,2012,1.0,0,Painted,Not Fenced,Has garden,urban area,1700,4,0,   ,6029,0.0
9231,H870,2016,0.99726776,0,Not Painted,Not Fenced,Has garden,urban area,812,1,1980,   ,73067,0.0
7294,H8703,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,1180,4,1980,   ,6029,0.0
7295,H8704,2016,0.99726776,0,Not Painted,Not Fenced,Has garden,urban area,1180,4,1980,   ,6029,0.0
9241,H8706,2013,1.0,0,Not Painted,Fenced,no garden,rural area,450,1,1960,3,73267,0.0
9243,H8707,2014,0.668493151,0,Painted,Not Fenced,Has garden,urban area,2200,1,0,   ,73280,0.0
7586,H8710,2016,0.99726776,0,Painted,Not Fenced,Has garden,urban area,600,4,0,   ,6152,0.0
8511,H8715,2014,0.169863014,0,Not Painted,Fenced,no garden,rural area,1440,3,1960,5,38185,0.0
8523,H8716,2013,0.745205479,0,Painted,Not Fenced,Has garden,urban area,292,2,0,   ,38382,0.0
8750,H8721,2012,1.0,1,Painted,Not Fenced,Has garden,urban area,290,2,0,   ,57227,0.0
8751,H8722,2015,1.0,1,Painted,Not Fenced,Has garden,urban area,290,2,0,   ,57227,0.0
7580,H8725,2012,1.0,0,Not Painted,Fenced,no garden,rural area,400,4,1950,3,6147,0.0
7581,H8726,2016,1.0,0,Not Painted,Fenced,no garden,rural area,400,4,1950,3,6147,0.0
7478,H8727,2013,0.246575342,0,Painted,Not Fenced,Has garden,urban area,1500,4,0,   ,6088,0.0
7479,H8728,2012,1.0,0,Painted,Not Fenced,Has garden,urban area,2300,4,0,   ,6088,0.0
7480,H8729,2012,1.0,0,Painted,Not Fenced,Has garden,urban area,1125,4,0,   ,6088,0.0
9232,H873,2015,1.0,0,Not Painted,Not Fenced,Has garden,urban area,511,1,1980,   ,73067,0.0
7481,H8731,2016,0.99726776,0,Painted,Not Fenced,Has garden,urban area,684,4,0,   ,6088,0.0
7482,H8733,2012,1.0,0,Painted,Not Fenced,Has garden,urban area,1935,4,0,   ,6088,0.0
7483,H8735,2014,1.0,0,Painted,Not Fenced,Has garden,urban area,600,4,0,   ,6088,0.0
7484,H8737,2013,0.375342466,0,Painted,Not Fenced,Has garden,urban area,2123,4,0,   ,6088,0.0
7625,H8738,2015,1.0,0,Painted,Not Fenced,Has garden,urban area,1910,4,0,   ,6906,0.0
7620,H8739,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,600,4,1960,   ,6159,0.0
7485,H8741,2012,0.745901639,0,Painted,Not Fenced,Has garden,urban area,336,4,1960,   ,6088,0.0
7621,H8743,2015,0.41369863,0,Painted,Not Fenced,Has garden,urban area,550,4,0,   ,6159,0.0
7486,H8746,2012,0.06284153,0,Painted,Not Fenced,Has garden,urban area,955,4,0,   ,6088,0.0
7487,H8747,2013,1.0,0,Painted,Not Fenced,Has garden,urban area,3604,4,0,   ,6088,0.0
7488,H8748,2013,0.684931507,0,Painted,Not Fenced,Has garden,urban area,680,4,0,   ,6088,0.0
7489,H8749,2012,1.0,0,Painted,Not Fenced,Has garden,urban area,320,4,0,   ,6088,0.0
9830,H875,2015,1.0,0,Not Painted,Not Fenced,Has garden,urban area,2791,1,1980,   ,86194,0.0
7490,H8750,2014,1.0,0,Painted,Not Fenced,Has garden,urban area,824,4,1960,   ,6088,0.0
7574,H8751,2015,1.0,0,Painted,Not Fenced,Has garden,urban area,1813,4,0,   ,6123,0.0
7491,H8752,2016,0.967213115,0,Painted,Not Fenced,Has garden,urban area,2900,4,0,   ,6088,0.0
7492,H8754,2014,1.0,0,Painted,Not Fenced,Has garden,urban area,779,4,0,   ,6088,0.0
7493,H8756,2015,1.0,0,Not Painted,Fenced,no garden,rural area,4349,4,1950,7,6088,0.0
7494,H8757,2014,1.0,0,Not Painted,Fenced,no garden,rural area,2905,4,1950,7,6088,0.0
7495,H8758,2015,1.0,0,Not Painted,Fenced,no garden,rural area,2905,4,1950,7,6088,0.0
7496,H8759,2012,1.0,0,Painted,Not Fenced,Has garden,urban area,393,4,0,   ,6088,0.0
7497,H8760,2014,1.0,0,Painted,Not Fenced,Has garden,urban area,892,4,0,   ,6088,0.0
7498,H8761,2015,0.983561644,0,Painted,Not Fenced,Has garden,urban area,936,4,0,   ,6088,0.0
7499,H8762,2016,0.967213115,0,Painted,Not Fenced,Has garden,urban area,936,4,0,   ,6088,0.0
7354,H8763,2015,1.0,0,Not Painted,Fenced,no garden,rural area,150,4,1900,2,6083,0.0
7355,H8764,2016,1.0,0,Not Painted,Fenced,no garden,rural area,150,4,1900,2,6083,0.0
7500,H8767,2016,0.99726776,0,Painted,Not Fenced,Has garden,urban area,1500,4,0,   ,6088,0.0
7501,H8773,2013,1.0,0,Not Painted,Fenced,no garden,rural area,2280,4,1957,4,6088,0.0
7502,H8774,2014,1.0,0,Not Painted,Fenced,no garden,rural area,2280,4,1957,4,6088,0.0
7503,H8775,2013,1.0,0,Not Painted,Not Fenced,Has garden,urban area,450,4,1960,   ,6088,0.0
7317,H8776,2016,0.99726776,0,Painted,Not Fenced,Has garden,urban area,750,4,1980,   ,6059,0.0
7504,H8777,2015,1.0,0,Painted,Not Fenced,Has garden,urban area,450,4,0,   ,6088,0.0
8238,H878,2016,1.0,0,Not Painted,Not Fenced,Has garden,urban area,1626,1,1960,   ,27229,0.0
7505,H8780,2016,1.0,0,Painted,Not Fenced,Has garden,urban area,1356,4,0,   ,6088,0.0
7506,H8782,2013,1.0,0,Painted,Not Fenced,Has garden,urban area,448,4,0,   ,6088,0.0
7507,H8783,2014,1.0,0,Painted,Not Fenced,Has garden,urban area,448,4,0,   ,6088,0.0
7508,H8784,2016,1.0,0,Painted,Not Fenced,Has garden,urban area,448,4,0,   ,6088,0.0
7509,H8786,2016,1.0,0,Painted,Not Fenced,Has garden,urban area,770,4,0,   ,6088,0.0
8878,H8793,2014,1.0,0,Not Painted,Fenced,no garden,rural area,800,2,1950,3,59389,0.0
9445,H8795,2012,1.0,0,Painted,Not Fenced,Has garden,urban area,1100,4,0,   ,75115,0.0
8840,H8797,2013,1.0,0,Painted,Not Fenced,Has garden,urban area,700,3,0,   ,59350,0.0
9194,H8805,2012,1.0,0,Painted,Not Fenced,Has garden,urban area,1040,2,0,   ,69382,0.0
9184,H8807,2014,1.0,0,Not Painted,Not Fenced,Has garden,urban area,400,2,0,   ,69204,0.0
9185,H8808,2015,0.21369863,0,Not Painted,Not Fenced,Has garden,urban area,400,2,0,   ,69204,0.0
7577,H8809,2012,1.0,0,Not Painted,Fenced,no garden,rural area,4000,4,1960,5,6136,0.0
7578,H8810,2013,1.0,0,Not Painted,Fenced,no garden,rural area,4000,4,1960,5,6136,0.0
7356,H8811,2014,1.0,0,Not Painted,Not Fenced,Has garden,urban area,820,4,1980,   ,6083,0.0
7357,H8812,2015,1.0,0,Not Painted,Not Fenced,Has garden,urban area,820,4,1980,   ,6083,0.0
7358,H8813,2016,0.99726776,0,Not Painted,Not Fenced,Has garden,urban area,820,4,1980,   ,6083,0.0
7545,H8814,2013,1.0,0,Painted,Not Fenced,Has garden,urban area,675,4,1980,   ,6104,0.0
7359,H8816,2013,1.0,0,Not Painted,Fenced,no garden,rural area,5400,4,1970,6,6083,0.0
7360,H8817,2015,1.0,0,Not Painted,Fenced,no garden,rural area,5400,4,1970,6,6083,0.0
7361,H8818,2016,0.99726776,0,Not Painted,Fenced,no garden,rural area,5400,4,1970,6,6083,0.0
7173,H882,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,318,1,1980,   ,5065,0.0
7362,H8821,2013,1.0,0,Not Painted,Fenced,no garden,rural area,220,4,1940,3,6083,0.0
7363,H8822,2013,1.0,0,Painted,Not Fenced,Has garden,urban area,3150,4,1980,   ,6083,0.0
7546,H8823,2013,1.0,0,Painted,Not Fenced,Has garden,urban area,1800,4,1980,   ,6104,0.0
7547,H8824,2014,0.328767123,0,Painted,Not Fenced,Has garden,urban area,1800,4,1980,   ,6104,0.0
7548,H8825,2012,1.0,0,Painted,Not Fenced,Has garden,urban area,300,4,1980,   ,6104,0.0
7364,H8827,2012,1.0,0,Painted,Not Fenced,Has garden,urban area,4500,4,0,   ,6083,0.0
7510,H8828,2015,0.542465753,0,Painted,Not Fenced,Has garden,urban area,4640,4,0,   ,6088,0.0
7549,H8831,2012,1.0,0,Not Painted,Fenced,no garden,rural area,2685,4,1989,4,6104,0.0
7365,H8834,2014,1.0,0,Not Painted,Fenced,no garden,rural area,2470,4,1980,5,6083,0.0
7550,H8835,2014,0.235616438,0,Painted,Not Fenced,Has garden,urban area,2201,4,0,   ,6104,0.0
